idMeme,nombreImagen,URL,Cuenta,Shares,MeGusta,MeEncanta,MeDivierte,MeAsombra,MeEntristece,MeEnoja,PRI,PAN,MORENA,INDEPENDIENTE,POSITIVO,NEGATIVO,NEUTRAL,textoDentroImagen,textoPublicacion,localización cuenta,Comentario1,URLComentador1,LocalizacionComentario1,Comentario2,URLComentador2,LocalizacionComentario2,Comentario3,URLComentador3,LocalizacionComentario3,Comentario4,URLComentador4,LocalizacionComentario4,Comentario5,URLComentador5,LocalizacionComentario5,NombreEquipoDelfin,Observaciones
309,amloplanton.jpg,https://goo.gl/aJN3Jv,SDPitorreo,409,328,761,761,0,1,0,0,0,0,0,0,0,0,"Ya wey, perdón, se me olvidó avisarte que se cancelaba ",Cuando te dejan plantado en el plantón,n/a,"""Aprendieran a nosotros, ni salimos a las calles ni andamos diciendo que hubo fraude, Esa es la diferencia de Educación"".-Un Derechairo que sabe que hay un margen de más de 10 millones de votos en Diferencia entre el 1er y 2do lugar. Mientras que en el 2006 fueron 200 mil. y se la pasa diciendo groserías todo el día vs AMLO y sus seguidores",https://www.facebook.com/kevin.sanchez.94695?fref=ufi&rc=p,Huajuapan de León,Jajajja se quedaron con las ganas de echar desmadre y que les dieran su billete por quedarse a dormir jajaja,https://www.facebook.com/daniel.nez.1?fref=ufi&rc=p,n/a,a pero en puebla según si hubo fraude y van a tumbar la elección de gobernador,https://www.facebook.com/Gerardo454?fref=ufi&rc=p,n/a,"esta bien pinche largo, pero vale la pena",https://www.facebook.com/kevin.sanchez.94695?fref=ufi&rc=p,Huajuapan de León,Todos a Puebla!!!,https://www.facebook.com/christian.lora.165?fref=ufi&rc=p,Ciudad de México  ,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
310,shrek.jpg,https://goo.gl/LSHJDA,SDPitorreo,869,593,48,1225,4,1,1,0,0,1,0,0,1,0,"Cuando eres un derechairo y te hablan de un caso de corrupción: no pos qué mal... pero de Morena: QUÉ?!, ESE ES EL CAMBIO!?, ME DUELES MÉXICO!",Díganle a un derechairo que Duarte es de Morena para que ahora sí se indignen.,n/a,Ahora que también le pueden decir a un chairo que Duarte está en Morena para que lo perdonen,https://www.facebook.com/SDPitorreo/?rc=p,n/a,"Ps es que los del pri mínimo no se jactaban de estar limpios de corrupción y de pecados, la neta sí se merece que se le hagan notar sus errores 10 veces más pa que vea que no es tan facil la cosa",https://www.facebook.com/hibramm.moreno.5?fref=ufi&rc=p,Xalapa-Enríquez,Soy derechairo y Duarte merece carcel hasta pena de muerte x dar agua salina en lugar de químioterapia. Ahora explica a un chairo que es amnistía,https://www.facebook.com/profile.php?id=100004584109172&fref=ufi&rc=p,San Luis Potosí ,"Porque seguimos dividos en chairos o derechairos como animales? Somos mexicanos y si hay injusticia o corrupcion del partido o persona que sea, debemos exigir aclaraciones, no sentirnos insultados porque al partido que elegimos esta en una investigación, corrupcion es corrupcion, no merece respeto ni justificación alguna, dejemos de dividirnos como pais, debemos ver por el bien de mexico, no por el bien de un partido o persona.",https://www.facebook.com/christian.valadez.108?fref=ufi&rc=p,Los Mochis ,"Tus memes ya no son nada graciosos, no sé algo ocurrió desde que AMLO es virtual presidente... Me siento vacio",https://www.facebook.com/FernandoRzGtz?fref=ufi&rc=p," Tlalpan, Distrito Federal, Mexico",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
311,carlosmarin.jpg,https://goo.gl/7EWjWx,La IV República,14,1,0,2,0,0,0,0,0,1,0,0,0,1,"-Carlos Marín: si todo está mal, suicidémonos. -AMLO: No, cambiémoslo. ",Carlos Marín vs AMLO. Así le respondió el candidato de MORENA. -Imágen: Redes Sociales. Libertad y República. ,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
312,FOXPENSION.jpg,https://goo.gl/6fXvmq,Norma Domínguez de Dios,23,21,2,21,4,0,0,1,0,0,0,0,1,0,Si es por el bien de México...,"Creí que esta cuenta de twitter de Vicente Fox era falsa, pero no. Él publicó este meme, resignado y derrotado por sus incoherencias de apoyar primero a Meade y luego a Anaya. A los seguidores de AMLO nos llamó “perrada” y al hoy presidente electo siempre le dijo “Lopitos”. Que triste final para un expresidente.","Villahermosa, Tabasco",Que vergüenza!!! Y esta en la historia de nuestro país como Presidente ,https://www.facebook.com/tita.mtzc?fref=ufi,"Villahermosa, Tabasco",Ni modo el mismo se labro su final,https://www.facebook.com/robert.dante.siboldy?fref=ufi,Tabasco,Me temo que Fox pasará al basurero de la historia.,https://www.facebook.com/alessandrogiussepe.anastasiovolta?fref=ufi,"Villahermosa, Tabasco",Ojalá les expropie las petroleras así cono a todos los políticos corruptos,https://www.facebook.com/lendaniel1208?fref=ufi,"Agua Dulce, Veracruz",Triste pero cierto ,https://www.facebook.com/GONDAA?fref=ufi,"Villahermosa, Tabasco",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
313,meade.jpg,https://goo.gl/n1Vvx6,Ecatepec Alerta,1418,377,10,716,5,0,0,1,0,0,0,0,1,0,Ya no sabe que mas sabe hacer Meade para subir encuestas,Ya no sabe que más hacer #Meade y el #PRI para subir en las encuestas,Ecatepec,"Y aunque parezca chistoso, pero tiene el mismo hocico de burro. ",https://www.facebook.com/gio.segura?fref=ufi&rc=p,Ciudad de México,Deiivid A. Solis Rafa Solís me acordRafa Solíso de puerco jajajajajajakakakakaka me cague de risa parceros,https://www.facebook.com/BryanBamm.Bamm?fref=ufi&rc=p,n/a,Mandenle.... Un saludo a este wey nos dice que somos unos jediondos ineptos y envidiosos,https://www.facebook.com/urielkaleb.bedkham.1?fref=ufi&rc=p,n/a,Quieres subir en las. Encuestas. Pinche queso. De puerco. Compromete a enjuiciar. A peña. Nieto. A ver si tienes huevos,https://www.facebook.com/alejandro.pelagio.790?fref=ufi&rc=p,n/a,n/a,n/a,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
314,bronco.jpg,https://goo.gl/Sc43fn,B r o n c o w a v e 独立しました,466,873,55,1051,4,0,3,0,0,0,1,0,0,1,n/a,"R a z a, ps ni modo, a seguir jalando que se ocupa, nomás dejen que me chingue la guama y ya. #BRONCOWAVE",n/a,"La selección está más muerta que sus esperanzas de ser presidente, tío",https://www.facebook.com/dasafranco?fref=ufi&rc=p,n/a,"c rifo tio, esta campaña la hizo usted más pinche amena, y ni pedo, la carnita asada solo quedará en el recuerdo, cuando nos convirtamos en Venezuela del norte :V solamente vamos a tragar esperanzas :V jajajaja nosierto, felicidades tio B r o n c o w a v e 独立しました desde nuestras trincheras vamos a seguir jalando por México, que ahora si se ocupa",https://www.facebook.com/franco.montero.5209?fref=ufi&rc=p,n/a,"Nimodo Tio panza de Juanito del Mexico 70 , a jalar que se ocupa.",https://www.facebook.com/petexaurio?fref=ufi&rc=p,"Santa Catarina, Monterrey, Nuevo León","Qué tristeza tío panza del estadio donde se jugará la final..., habrá que sanar las heridas con un buen caguamón, al ritmo de rolas tristes.",https://www.facebook.com/donmenny87?fref=ufi&rc=p,n/a,"Ánimo mi gober panza de balon oficial del mundial , se perdió el juego y las elecciones, arreeee",https://www.facebook.com/juanantonio.zeferinoenriquez?fref=ufi&rc=p,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
315,m20.jpg,"
https://www.facebook.com/IME2K/photos/a.351017752054310.1073741829.340125466476872/404317883390963/?type=3&theater
",Instituto del Meme Electoral,356,559,230,1100,2,41,3,0,0,0,1,0,0,1,Si El Bronco hubiera ganado las elecciones,n/a,n/a,Pero le tuvieron miedo al éxito!,https://www.facebook.com/Silvia.Serrano.A?fref=ufi&rc=p,"Atizapán, Mexico, Mexico",Si no lo hizo en Nuevo León que les hace pensar que eso pasaría si ganará la presidencia jajajajajaj,https://www.facebook.com/princesitaajasmine?fref=ufi&rc=p,n/a,ahora entiendo todo lo que dejamos ir x lo no votar x el  hubiera sido lo mejor jajajajaja,https://www.facebook.com/eliz.zabukii?fref=ufi&rc=p,https://www.facebook.com/eliz.zabukii?fref=ufi&rc=p,Y yo sin mano por quedarme el cambio de las tortillas,https://www.facebook.com/MarcoPerVa?fref=ufi&rc=p,"Huauchinango, Puebla","Que nadie se acuerdo de sus frases machistas 
Por ejemplo, en un debate “A una niña gorda nadie la quiere”",https://www.facebook.com/fernanda.romero.161214?fref=ufi&rc=p,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),La pagina utiliza un seudonombre del gobierno para exponer memes de risa
316,m21.jpg,https://www.facebook.com/IME2K/photos/a.340126109810141.1073741828.340125466476872/401166413706110/?type=3&theater,Instituto del Meme Electoral,7754,1800,764,3700,7,21,4,0,0,1,0,1,0,0,Mi cara cuando me llega un mensaje tuyo bb,n/a,n/a,jajajaja speraa nunca me llegan mensajes tuyos,https://www.facebook.com/jocelyn.pineda.7923?fref=ufi&rc=p,n/a, pero el próximo que me mandes lo voy a ignorar cómo estás haciendo conmigo,https://www.facebook.com/sergio.lugino?fref=ufi&rc=p,"Mérida, Yucatan",Cuando mando el audio Ingrid y ya te habías ido JAJAJAJA,https://www.facebook.com/estefania.vazquez.74?fref=ufi&rc=p,n/a,Así de imbécil me veo cuando me llega un mensaje tuyo bebé Giovanna León,https://www.facebook.com/eddy.a.garcia?fref=ufi&rc=p,"Mexico City, Mexico","Miguel
Yo siempre, cada que te veo, tus fotos o mensajes☺️",https://www.facebook.com/moni.villanueva.948?fref=ufi&rc=p," Mérida, Yucatan",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),La pagina utiliza un seudonombre del gobierno para exponer memes de risa
317,m22.jpg,https://www.facebook.com/IME2K/photos/a.340126109810141.1073741828.340125466476872/399508513871900/?type=3&theater,Instituto del Meme Electoral,3896,1100,178,4400,20,1,0,1,0,1,0,1,0,0,¿ Y ahora a donde vamos? Al MCdonalds...    !!¿TIENEN UN MCDONALDS?!!   ...  ,n/a,n/a, Angélica Chi Aldana si no ganaba el cabeza de algodón no tendríamos estos momazos,https://www.facebook.com/AUPI920411?fref=ufi&rc=p,"Mérida, Yucatan","Astrid Flores
En éste caso debería de ser Ricardo Anaya por lo de ""Ricky Riquín canallín"" pero con AMLO igual da risa xd",https://www.facebook.com/mariadolores.navajaramillo?fref=ufi&rc=p,n/a,Jajajajajajaja Adglaed Salazar Itzel Navarrete el mejor meme de.la vida,https://www.facebook.com/ixchel.velazquez.75?fref=ufi&rc=p,"Pachuca, Hidalgo",Alejandra Vale yo digo que te postules para la próxima te conviene ,https://www.facebook.com/yannimichelle?fref=ufi&rc=p,Aguascalientes,Cielito usted tiene uno y no me invito mi burguer y eras mi preferida ,https://www.facebook.com/osvaldo.garcia.73550?fref=ufi&rc=p,"Monterrey, Nuevo Leon, Mexico
",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
318,m23.jpg,https://www.facebook.com/MemesCandidatos2018/photos/a.190989048365102.1073741829.190936465037027/230527317744608/?type=3&theater,Memes Candidatos 2018,9,8,0,12,0,0,0,0,0,0,0,0,1,0,#�NOMBRE?,Esta complicado perro,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
319,m24.jpg,https://www.facebook.com/iMemeflix/photos/a.1868276186757489.1073741829.1868153533436421/2209806459271125/?type=3&theater,Memeflix,7314,1800,53,8800,16,362,1,0,1,1,0,0,0,1,n/a,n/a,n/a,cada vez que veo esa foto de juanga me recuerdo con los patines en el árbol y a beverly en el poste  debimos hacer un meme,https://www.facebook.com/karla.cruz.520?fref=ufi&rc=p,Veracruz,Santo Dios x que los hiciste tan buenos con los memes jajajajajajajjaja,https://www.facebook.com/brendaherlinda.lopezramirez.3?fref=ufi&rc=p,"Guadalupe Victoria, Baja California",a ora si canayin mi pegesito si vio y se entrevisto con el presidente a ora si abre el osico Al fin Dios iso justicia divina,https://www.facebook.com/beatriz.reyes.1671897?fref=ufi&rc=p,n/a,Denisse Martinez Solo te menciono porque me dio risa y quiero que lo veas JAJAJA,https://www.facebook.com/magdalena.chairez.9?fref=ufi&rc=p,n/a,Jaja poca madre y despues de demandarlo asi se iva a dar la mano con el no maa... jajaj,https://www.facebook.com/profile.php?id=100011495712436&fref=ufi&rc=p,"Cancún, Quintana Roo",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
320,m25.jpg,https://www.facebook.com/estarmamando/photos/a.544655028944209.1073741827.544367128972999/1769953749747658/?type=3&theater,No mamar,5377,881,60,3000,4,2,1,0,0,1,0,0,0,1,ALMO,n/a,n/a,"Jajaja, cómo la candidata de morena que dice que son corruptos (ellos mismos)...Es el subconciente, los termina traicionando y delatando.",https://www.facebook.com/jesus.malagon.397?fref=ufi&rc=p,n/a,"Jajajajajaj Nancy Barrera. Jajaja con mi dislexia jajaja, seguro si estuviera este candidato bb Reneé votaría por él verdad Judith Glez",https://www.facebook.com/adri.dominguez.125?fref=ufi&rc=p,"Mexico City, Mexico"," Denis Garcia, así me lo imagino cuando lo pronuncias jajajajaa",https://www.facebook.com/mo0niikaDllax?fref=ufi&rc=p,n/a,Lizz Ibarra Morales cuando le decias almo a ya sabes quien ,https://www.facebook.com/limc23?fref=ufi&rc=p,n/a,Jorge Alberto González jajajaj a mí también se me cuatrapean,https://www.facebook.com/viridiana.coronado?fref=ufi&rc=p,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
321,m26.jpg,https://www.facebook.com/iMemeflix/photos/a.1868276186757489.1073741829.1868153533436421/2211818899069881/?type=3&theater,Memeflix,7094,2300,251,6500,18,10,0,0,0,1,0,0,0,1,"Muy bonitas sus felicitaciones y todo,  pero ya no tendran  pension.",n/a,n/a,Jajajaja yo creó que el igual no va tener pensión y todos los de AMLO se van a reducir su sueldo cómo andaban diciendo en sus campañas,https://www.facebook.com/kevin.espinosa.370515?fref=ufi&rc=p,Estado de México,"Siempre ponen a Salinas y ese we nunca recibió pensión, Calderón renunció a la misma hace años y a Fox lejos de preocuparle su pensión le preocupa que ventilen los negocios que tiene la familia con el gobierno mexicano, a que gente!! felices porque disque van a quitarles pensiones que no existen!!!",https://www.facebook.com/victor.h.enriquez.9?fref=ufi&rc=p,n/a,A mí se me hace una falta de respeto y me da mucho coraje que Don Omar saliera con la mujer de Romeo cuando dijo que se iba de vacaciones a puerto rico con sus amigas... le mintió.,https://www.facebook.com/adriann.galan?fref=ufi&rc=p,n/a,"Hace años que calderón renuncio a su pensión, con la demas, ahí si que se las van a quitar.",https://www.facebook.com/profile.php?id=100007935093515&fref=ufi&rc=p,Poza Rica de Hidalgo,Kathy Mdo cabecita de algodón no se deja manipular,https://www.facebook.com/profile.php?id=100024663544395&fref=ufi&rc=p,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
322,m27.jpg,https://www.facebook.com/elsoldemex/photos/p.1656915494418003/1656915494418003/?type=1&opaqueCursor=AbqoIKkoxAZ9pf6Qw20CnB6dkDknrqje6QAaiXilIZd55R6GJJirZ3GXhSBFqNrYEc16-QGMYVBx2CrekuisATeFIbaL6YXX4uStl570ZqYXnjIVHUogKNUEVIGVdjfwUJqt82_1-A7lqjBxyDsAeeRxmJeiwa9zr5f0pPmcoiOdEQjbHKDsS6ewg508CdS4hllciDL0fiOIzR2Ah6_uOiGMRJgTTFIcKDBoduit1Jo-ZFv4ukWJlIulONXLUgh-8Rqk7ejagXA686qFSG9Up4xaQgc97lRacM8U7DeKkKbSJWv2jOPSgCd8FZpIzF6tq5aufMjdAl46u6Y1ZykXXzC6WW0VIb-t6UG-oRoWMrzJTF6gIaTgdkTz7_PDbLTgRh5F_JKAGHvwDq10_OJSq3FwBmUoENrGwJ82HpremTWQRCumYvha5QNOTy9McWOioPgiRB1sxOAAC16_XYXlATeieeMcY7jU4Im4svSJxWM3cQ&theater,El sol de mexico,3761,87,19,305,1,0,0,1,1,1,1,1,0,0,n/a,n/a,"Mexico City, Mexico","Sahab sal de ahí Dewey, esa no es tu familia",https://www.facebook.com/sergio.toacheguevara?fref=ufi&rc=p,"Villahermosa, Tabasco",Pensé que no le habían puesto nada al Bronco Jajajaja,https://www.facebook.com/AleColiin?fref=ufi&rc=p,n/a,mira ! En un mundo paralelo xD jajaja,https://www.facebook.com/danielalberto.chanpech?fref=ufi&rc=p,"Sacabchen, Campeche, Mexico",Meade es idéntico que barbaros jajajaja,https://www.facebook.com/profile.php?id=100021138128273&fref=ufi&rc=p,n/a,Dime si tu igual pensaste que no le habían puesto nada al bronco,https://www.facebook.com/profile.php?id=100022750894959&fref=ufi&rc=p,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
323,m28.jpg,https://www.facebook.com/IME2K/photos/a.340126109810141.1073741828.340125466476872/405917853230966/?type=3&theater,Instituto del Meme Electoral,1195,639,126,1600,9,2,0,0,0,1,0,0,0,1,Si AMLO insistio 12 años ¿Que te hace pensar que yo te voy a dejar en paz?,n/a,n/a, Porq ese wey insistió por tener la.presidencia de un país y tú no aceptas q ella simplemente no te ama y le vales cantidades meta-fisico-cuanticas de verga,https://www.facebook.com/Erebola?fref=ufi&rc=p,Cuautitlán Izcalli,Si le insistí seis años a mi crush y terminé siendo su novia todo se puede en esta vida,https://www.facebook.com/AmberMichelleMcCrakiin?fref=ufi&rc=p,"Delicias, Chihuahua","ya con este año van, casi 8 años insistiendo.",https://www.facebook.com/AndreaOQ25?fref=ufi&rc=p,n/a,así que no pienses que te voy a dejar bb,https://www.facebook.com/nali.pc?fref=ufi&rc=p,"Tepetitla, Tlaxcala, Mexico",La Angeles contigo jajajaja Irlam para que le des su anillo,https://www.facebook.com/Huapemiriam?fref=ufi&rc=p,"Mexicali, Baja California",LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),La pagina utiliza un seudonombre del gobierno para exponer memes de risa
324,m29.jpg,https://www.facebook.com/IME2K/photos/a.351017752054310.1073741829.340125466476872/405224769966941/?type=3&theater,Instituto del Meme Electoral,191,189,5,463,0,2,1,0,0,1,0,1,0,0,CUAHUCIMODO triunfador indiscutible,n/a,n/a,"¿te recuerda a alguien, acaso? JAJAJAJAJA",https://www.facebook.com/merry.mercadoo?fref=ufi&rc=p,"
Guadalajara, Jalisco",Galilea Montijo es Esmeralda?,https://www.facebook.com/juanalejandro.bermudezangeles?fref=ufi&rc=p,"Quebec, Quebec",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),La pagina utiliza un seudonombre del gobierno para exponer memes de risa
325,pool.png,https://www.facebook.com/MemingoSadOficial/photos/a.163615064207443.1073741827.163584534210496/317486832153598/?type=3&theater,Memingos Sad,2301,611,83,2300,8,3,0,0,0,0,0,0,0,0,"Cuando uan chica le da me encanta a tu foto de perfil así que le mandas tus nudes al imbox :v
¿Demasiado pronto?",JAJAJAJA,n/a,"Ese momento incómodo cuando estas leyendo este comentario y te vas dando cuenta de que no vale la pena leerlo pero lo sigues leyendo y te vas dando cuenta de que no dice nada interesante pero,tu lo sigues leyendo porque estas intrigado, a pesar de su poca información útil.Y terminarás de leerlo justo cuando acabe este corto verso quizás este comentario no sea importante para muchos de ustedes, la mayoría no lo leerá tal ves pero en fin sólo quería decirles que tengan un bonito día..",https://www.facebook.com/jesus.tipiana?fref=ufi&rc=p,n/a,Haniel Gallegos la próxima foto qué suba y le des me encanta te lo mando;v,https://www.facebook.com/octavio.villalobos.988?fref=ufi&rc=p,Coatzacoalcos, Priscila isco Alarcón hahahahaha,https://www.facebook.com/abejita.voladora.90?fref=ufi&rc=p,Barcelona,Alondra (No pienses mal xd),https://www.facebook.com/ronaldo.salgado.315?fref=ufi&rc=p,n/a,Tania Huamani ;v demasiado pronto morra,https://www.facebook.com/AnThony.Dota?fref=ufi&rc=p,Lima,LA CUARTA TRANSFORMACIÓN DE LA REPÚBLICA (EL DEL MARTÍN),Memes graciosos sobre las elecciones 2018
326,FML01.jpg,https://www.facebook.com/permalink.php?story_fbid=2020593224863133&id=1884705291785261,Política Social,40,62,4,0,0,0,0,0,1,1,0,0,1,0,Humildad/Arrogancia,AMLO vs ANAYA,n/a,Aquí a Guanajuato AMLO llegó en 8 YUKON te pare humildad,https://www.facebook.com/tonato.beflo?fref=ufi&rc=p,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Guayaba,n/a
327,FML02.jpg,https://www.facebook.com/ElPerroPolitico/posts/251103428798630,El Perro Político,14,17,0,7,0,0,0,0,1,1,0,1,0,0,¿Alguna vez has considerado dejar de copiar todo lo que hace Andrés Manuel?,AMLO vs ANAYA,n/a,LA CUARTA TRANSFORMACION 💯 MORENA 💯 AMLOVE,https://www.facebook.com/profile.php?id=100025847864484&fref=ufi&rc=p,n/a,No tiene cesos anaya xeso le copea todo AMLO,https://www.facebook.com/profile.php?id=100025184590637&fref=ufi&rc=p,Naucalpan de Juárez,Es un. Copion. Le copea todo. Abago. Amlo. Ariba. Morena,https://www.facebook.com/sergio.george.1291?fref=ufi&rc=p,n/a,ABER SI LE DAN VENE NO A ESTA RATA HAS QUEROSA,https://www.facebook.com/profile.php?id=100024824500017&fref=ufi&rc=p,n/a,¡A menos de 5 semanas para que Pepe Meade sea presidente! #MeadePresidente #VotaPorMéxicoVotaMeade#ElVerdaderoVotoÚtil #NuevaAlianza,https://www.facebook.com/chetyito.gonzalez?fref=ufi&rc=p,Ciudad de México,Guayaba,Los memes publicados por la página son en su mayoría apoyo a AMLO y crítica a otros candidatos
328,FML03.jpg,https://www.facebook.com/groups/ofertasgomezlerdo/permalink/1178846088921196/,OFERTAS-GOMEZ-LERDO,11,343,791,17,3,1,0,0,1,1,0,0,0,1,Al parecer todo está entre ellos ¿Quién ganará?,#ANAYA vs #AMLO #COMARCALAGUNERA,Coahuila,"Anaya y sus cartulinas, No tiene expriencia, quedó devastado en televisa.",https://www.facebook.com/dannithaa.arge?fref=gc&dti=144094632396352,Monterrey,"Nada más mira a tu alrededor y la pregunta que hacen de quien ganara sale sobrando, para mi gusto va a salir triunfante el caballero de el SURESTE . ANDRÉS MANUEL LÓPEZ OBRADOR",https://www.facebook.com/profile.php?id=100015636879611&fref=gc&dti=144094632396352,n/a,Arrazador AMLO de 100 primeras reacciones 76 son de amlo Y 24 de Anaya!!!!Y. Un dudan se su ya consagrado triunfo aunque les pese a los antipejistas.,https://www.facebook.com/pablo.calderonsilva.3?fref=gc&dti=144094632396352,Durango,Solo hay q votar en la hoja donde dice MORENA no donde dice su nombre y si estan convencidos carro completo que sea tambien para Diputados sino de nada sirve no le aprobaran nada. y con tinta q no borre el INE,https://www.facebook.com/tere.tepezano?fref=gc&dti=144094632396352,Durango,Ya no se confía en ningún rata por que andan estos tras la precidencia como si fuera que les urge? Esq quieren seguir robando a México no tienen yene ni vergüenza ratas inmundas de 2 patas y la cola nomas no se la miran que es la vergüenza,https://www.facebook.com/profile.php?id=100023186370370&fref=gc&dti=144094632396352,n/a,Guayaba,Este meme tiene muchos comentarios de apoyo a Anaya y a AMLO
329,FML04.jpg,https://www.facebook.com/SiempreLibres17/posts/374260946430061,Noticias Puerto Vallarta,6,17,1,26,1,0,1,0,1,1,0,0,1,0,Anaya en Veracruz vs López Obrador en Veracruz,ANAYA VS AMLO,Puerto Vallarta,Ja ja ja k risa medan los prianistas ya quisieran ver un estadio aunque sea a la mitad de gente jajaja,https://www.facebook.com/maria.delaluzdomensaistoledo?fref=ufi&rc=p,Chiapas,"No, desesperen, #AMLO se están cerrando, los delincuentes ""primates"" están cerrando caminos para q LO no llegue y se vea la contundencia del pueblo, esperemos q al final se reconozca.",https://www.facebook.com/profile.php?id=100009243991897&fref=ufi&rc=p,Puerto Vallarta,Qno a canalla lo sacaron apedrada de veracruz y ahora resulta qtiene esa cantidad de gente jjjjjj..si para q no secientan mal..bueno bueno lo qustdes digan..jjjjjj..,https://www.facebook.com/josefina.abarca.12?fref=ufi&rc=p,Puerto Vallarta,"AMLO lleva ventaja en 28 estados, desafortunadamente Puebla y Veracruz si son Panistas, pero 28 estados es un orgullo que el PRIAN nunca va a poder lograr tener. México está con MORENA.",https://www.facebook.com/iris.bbeni?fref=ufi&rc=p,Acapulco,Ja ja ja esta pinche página esta con el prian señores y en veracruz si se lleno aunq el nunez de veracruz le bloqeo la salidas al estadio a amlo en veracruz para que no asisitieran al mitin de amlo y el canallin es uno mismo que nunez de veracruz este canallin no tiene gente todos sabemos que amlo es el que tiene mas gente que los 3 y tmb sabemos que va ganar arriba morena amlopresodente2018 vamos a aganar,https://www.facebook.com/elfaceboock?fref=ufi&rc=p,n/a,Guayaba,El meme tiene como comentarios más memes criticando a los demás candidatos
330,FML06.jpg,https://www.facebook.com/IME2K/photos/a.340126109810141.1073741828.340125466476872/402064543616297/?type=3&theater,Instituto del Meme Electoral,2665,832,52,3500,6,5,7,0,1,1,0,0,1,0,"AMLO: echame otras dos de chicharron pero rapidito; Señora: dos de chicharron pal patron; Anaya: ya voy ya voy; Señora: apurale wero, no fuera pa lavar que ahí si te luces cabron",n/a,Ciudad de México,El servicio en esta fonda it's insulting and unnaceptable. ¿Dónde está mi gordita de chicharrón con nopales? Chingao!,https://www.facebook.com/nacho.puente.3538?fref=ufi&rc=p,Aguascalientes,"En el meme hubiera gustado más con Salinas comiendo y a Obradora, Peña y Slim haciendo las quecas.",https://www.facebook.com/profile.php?id=100013227365449&fref=ufi&rc=p,n/a,Y eso da risa??? A mi me dio pena,https://www.facebook.com/diego.gutierrezcastillo.56?fref=ufi&rc=p,Ciudad de México,el bronco buscando leña y meade moliendo el maíz,https://www.facebook.com/joantriminio?fref=ufi&rc=p,n/a,no veo a los Amlovers decir q su Lord amo y señor es sencillo y amable no estaría pidiendo de esa forma su comida,https://www.facebook.com/sarahy.becerril?fref=ufi&rc=p,n/a,Guayaba,n/a
331,FML07.jpg,https://www.facebook.com/IME2K/photos/a.340126109810141.1073741828.340125466476872/397507780738640/?type=3&theater,Instituto del Meme Electoral,172,220,35,500,4,6,5,1,1,1,1,1,0,0,Cuándo AMLO está a punto de ganar las elecciones presidenciales;INE: Aquí es donde entro yo,n/a,Ciudad de México,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Guayaba,Los comentarios son más memes apoyando a AMLO
